frame_index,measured_elapsed_ms,dt_ms,event_ms,update_ms,render_ms,debug_gui_ms,render_capture_ms,display_ms,frame_ms,existing_chunks,loaded_chunks,save_dirty_chunks,save_transactions,save_total_ms,save_max_ms,sections,mesh_dirty_sections,cpu_ready_sections,gpu_buffered_sections,queued_chunk_updates,random_tick_sections,random_tick_blocks,random_tick_sections_processed,random_ticks_dispatched,mesh_rebuilds,mesh_build_total_ms,mesh_build_last_ms,mesh_build_max_ms,solid_faces,transparent_faces,water_faces,flora_faces,solid_vertices,transparent_vertices,water_vertices,flora_vertices,terrain_vertex_stride_bytes,terrain_index_stride_bytes,resident_terrain_vertices,resident_terrain_indices,resident_terrain_vertex_bytes,resident_terrain_index_bytes,resident_terrain_buffer_bytes,actor_count,natural_mob_count,natural_mob_world_cap,natural_mob_local_cap,natural_mob_spawn_attempts,natural_mobs_spawned,natural_mobs_despawned,player_health,player_max_health,terrain_seed,terrain_generation_version,difficulty_profile_version,difficulty_id,post_victory_event_version,post_victory_completed_events,post_victory_active_event,post_victory_event_wave,world_time,day_cycle,daylight,fog_density,simulation_ticks
32,541.284,4,0,1.33833,2.59092,0,0,0,3.92925,206,205,0,1,2.09696,2.09696,1050,313,0,648,0,0,0,0,0,1632,1552.05,0.931167,7.21063,215299,16,41831,468,598963,64,167324,1872,32,4,376340,750978,12042880,3003912,15046792,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6110,0.254583,1,0.0015,1
33,553.769,13,0,3.72967,8.70112,0,0,0,12.4308,206,206,0,1,2.09696,2.09696,1055,318,0,648,0,0,0,0,0,1632,1552.05,0.931167,7.21063,215299,16,41831,468,598963,64,167324,1872,32,4,376340,750978,12042880,3003912,15046792,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6110,0.254583,1,0.0015,0
34,560.483,6,0,4.1465,2.49075,0,0,0,6.63725,208,208,0,1,2.09696,2.09696,1065,328,0,648,0,0,0,0,0,1632,1552.05,0.931167,7.21063,215299,16,41831,468,598963,64,167324,1872,32,4,376340,750978,12042880,3003912,15046792,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6110,0.254583,1,0.0015,0
35,570.455,10,0,1.238,8.68175,0,0,0,9.91975,209,208,0,1,2.09696,2.09696,1065,328,0,648,0,0,0,0,0,1632,1552.05,0.931167,7.21063,215299,16,41831,468,598963,64,167324,1872,32,4,376340,750978,12042880,3003912,15046792,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6110,0.254583,1,0.0015,0
36,574.573,4,0,1.56596,2.46787,0,0,0,4.03383,210,210,0,1,2.09696,2.09696,1075,337,0,648,0,0,0,0,0,1632,1552.05,0.931167,7.21063,215299,16,41831,468,598963,64,167324,1872,32,4,376340,750978,12042880,3003912,15046792,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6110,0.254583,1,0.0015,0
37,588.355,14,0,10.9405,2.79571,0,0,0,13.7363,211,211,0,1,2.09696,2.09696,1080,336,4,650,0,0,0,0,0,1638,1557.11,0.449417,7.21063,215908,16,42343,468,600637,64,169372,1872,32,4,377896,753708,12092672,3014832,15107504,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6110,0.254583,1,0.0015,0
38,592.277,4,0,1.4875,2.37138,0,0,0,3.85887,211,211,0,1,2.09696,2.09696,1080,333,1,655,0,0,0,0,0,1641,1560.2,1.03083,7.21063,217110,16,42343,468,604026,64,169372,1872,32,4,382640,763098,12244480,3052392,15296872,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6111,0.254625,1,0.0015,1
39,604.914,13,0,9.72896,2.84958,0,0,0,12.5785,212,212,0,1,2.09696,2.09696,1085,333,4,656,0,0,0,0,0,1646,1564.78,1.07375,7.21063,217701,16,42599,468,605597,64,170396,1872,32,4,383451,764916,12270432,3059664,15330096,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6111,0.254625,1,0.0015,0
40,609.228,4,0,1.67692,2.53083,0,0,0,4.20775,212,212,0,1,2.09696,2.09696,1085,330,1,660,0,0,0,0,0,1649,1567.51,1.06079,7.21063,218198,16,42599,472,607351,64,170396,1888,32,4,387708,772740,12406656,3090960,15497616,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6111,0.254625,1,0.0015,0
41,621.815,13,0,9.58854,2.9525,0,0,0,12.541,213,213,0,1,2.09696,2.09696,1090,331,2,663,0,0,0,0,0,1653,1571.06,0.566709,7.21063,218439,16,42599,472,608056,64,170396,1888,32,4,388223,773940,12423136,3095760,15518896,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6111,0.254625,1,0.0015,0
42,625.882,4,0,1.40796,2.59883,0,0,0,4.00679,213,213,0,1,2.09696,2.09696,1090,327,1,666,0,0,0,0,0,1657,1575.11,0.96475,7.21063,218971,16,42599,472,609450,64,170396,1888,32,4,389805,777402,12473760,3109608,15583368,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6111,0.254625,1,0.0015,0
43,638.573,12,0,9.80017,2.84171,0,0,0,12.6419,213,213,0,1,2.09696,2.09696,1090,318,7,669,0,0,0,0,0,1666,1583.45,1.0075,7.21063,220383,16,42599,476,613659,64,170396,1904,32,4,390737,779400,12503584,3117600,15621184,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6111,0.254625,1,0.0015,0
44,645.566,7,0,3.95829,2.97404,0,0,0,6.93233,214,214,0,1,2.09696,2.09696,1095,323,0,676,0,0,0,0,0,1667,1584.52,1.07367,7.21063,220580,16,42599,476,614190,64,170396,1904,32,4,394671,787320,12629472,3149280,15778752,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6112,0.254667,1,0.0015,1
45,655.046,10,0,6.52808,2.88717,0,0,0,9.41525,214,214,0,1,2.09696,2.09696,1095,316,5,678,0,0,0,0,0,1674,1590.14,1.03242,7.21063,221482,16,42599,476,616690,64,170396,1904,32,4,395176,788454,12645632,3153816,15799448,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6112,0.254667,1,0.0015,0
46,659.333,4,0,1.62246,2.60288,0,0,0,4.22533,214,214,0,1,2.09696,2.09696,1095,311,2,685,0,0,0,0,0,1678,1593.6,0.43725,7.21063,221833,16,42599,476,617668,64,170396,1904,32,4,397543,793530,12721376,3174120,15895496,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6112,0.254667,1,0.0015,0
47,671.726,12,0,9.44683,2.90142,0,0,0,12.3483,215,215,0,1,2.09696,2.09696,1100,313,2,688,0,0,0,0,0,1682,1597.6,0.922167,7.21063,222365,16,42599,476,619157,64,170396,1904,32,4,398189,794910,12742048,3179640,15921688,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6112,0.254667,1,0.0015,0
