frame_index,measured_elapsed_ms,dt_ms,event_ms,update_ms,render_ms,debug_gui_ms,render_capture_ms,display_ms,frame_ms,existing_chunks,loaded_chunks,save_dirty_chunks,save_transactions,save_total_ms,save_max_ms,sections,mesh_dirty_sections,cpu_ready_sections,gpu_buffered_sections,queued_chunk_updates,random_tick_sections,random_tick_blocks,random_tick_sections_processed,random_ticks_dispatched,mesh_rebuilds,mesh_build_total_ms,mesh_build_last_ms,mesh_build_max_ms,solid_faces,transparent_faces,water_faces,flora_faces,solid_vertices,transparent_vertices,water_vertices,flora_vertices,terrain_vertex_stride_bytes,terrain_index_stride_bytes,resident_terrain_vertices,resident_terrain_indices,resident_terrain_vertex_bytes,resident_terrain_index_bytes,resident_terrain_buffer_bytes,actor_count,natural_mob_count,natural_mob_world_cap,natural_mob_local_cap,natural_mob_spawn_attempts,natural_mobs_spawned,natural_mobs_despawned,player_health,player_max_health,terrain_seed,terrain_generation_version,difficulty_profile_version,difficulty_id,post_victory_event_version,post_victory_completed_events,post_victory_active_event,post_victory_event_wave,world_time,day_cycle,daylight,fog_density,simulation_ticks
12,345.541,4,0,1.31017,2.44021,0,0,0,3.75038,174,173,0,1,2.03487,2.03487,883,339,0,483,0,0,0,0,0,1298,1530.3,0.94775,43.9866,173456,28,35425,198,483074,112,141700,792,32,4,289067,573798,9250144,2295192,11545336,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6106,0.254417,1,0.0015,1
13,350.092,4,0,1.70887,2.77775,0,0,0,4.48663,174,174,0,1,2.03487,2.03487,888,344,0,483,0,0,0,0,0,1298,1530.3,0.94775,43.9866,173456,28,35425,198,483074,112,141700,792,32,4,289067,573798,9250144,2295192,11545336,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6106,0.254417,1,0.0015,0
14,354.194,4,0,1.35246,2.673,0,0,0,4.02546,174,174,0,1,2.03487,2.03487,888,340,1,485,0,0,0,0,0,1301,1533.04,1.16121,43.9866,174011,28,35577,198,484558,112,142308,792,32,4,290097,575610,9283104,2302440,11585544,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6106,0.254417,1,0.0015,0
15,358.152,4,0,1.32071,2.57554,0,0,0,3.89625,175,174,0,1,2.03487,2.03487,888,339,0,488,0,0,0,0,0,1303,1534.55,0.963708,43.9866,174640,28,35577,198,486380,112,142308,792,32,4,292981,581814,9375392,2327256,11702648,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6106,0.254417,1,0.0015,0
16,362.482,4,0,1.96467,2.30375,0,0,0,4.26842,175,175,0,1,2.03487,2.03487,893,344,0,488,0,0,0,0,0,1303,1534.55,0.963708,43.9866,174640,28,35577,198,486380,112,142308,792,32,4,292981,581814,9375392,2327256,11702648,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6106,0.254417,1,0.0015,0
17,366.631,4,0,1.22663,2.85371,0,0,0,4.08033,175,175,0,1,2.03487,2.03487,893,341,0,490,0,0,0,0,0,1305,1536.11,1.10283,43.9866,174709,28,35833,198,486564,112,143332,792,32,4,294189,583764,9414048,2335056,11749104,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6106,0.254417,1,0.0015,0
18,371.171,5,0,1.45742,3.01675,0,0,0,4.47417,176,175,0,1,2.03487,2.03487,893,339,0,492,0,0,0,0,0,1308,1539.23,1.0375,43.9866,175088,28,35833,198,487634,112,143332,792,32,4,295259,586038,9448288,2344152,11792440,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6106,0.254417,1,0.0015,0
19,376.039,4,0,2.1995,2.59275,0,0,0,4.79225,176,176,0,1,2.03487,2.03487,898,344,0,492,0,0,0,0,0,1308,1539.23,1.0375,43.9866,175088,28,35833,198,487634,112,143332,792,32,4,295259,586038,9448288,2344152,11792440,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6106,0.254417,1,0.0015,0
20,380.12,5,0,1.33708,2.68108,0,0,0,4.01817,176,176,0,1,2.03487,2.03487,898,340,1,494,0,0,0,0,0,1311,1541.92,1.09992,43.9866,175296,28,36089,198,488232,112,144356,792,32,4,296563,588162,9490016,2352648,11842664,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6106,0.254417,1,0.0015,0
21,384.408,4,0,1.51521,2.70833,0,0,0,4.22354,177,176,0,1,2.03487,2.03487,898,339,0,496,0,0,0,0,0,1313,1544.09,0.988416,43.9866,175518,28,36089,198,488846,112,144356,792,32,4,297495,590154,9519840,2360616,11880456,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6106,0.254417,1,0.0015,0
