seed,version,survey_ms,generation_ms
0,4,341.279416,15.712708
1,4,358.609166,26.235874
42,4,324.157667,14.426999
424,4,352.732125,15.352543
20260807,4,337.367583,14.958999
20260809,4,340.513625,25.279333
8675309,4,310.284875,14.403292
325322,4,383.609333,26.813459
