frame_index,measured_elapsed_ms,dt_ms,event_ms,update_ms,render_ms,debug_gui_ms,render_capture_ms,display_ms,frame_ms,existing_chunks,loaded_chunks,save_dirty_chunks,save_transactions,save_total_ms,save_max_ms,sections,mesh_dirty_sections,cpu_ready_sections,gpu_buffered_sections,queued_chunk_updates,random_tick_sections,random_tick_blocks,random_tick_sections_processed,random_ticks_dispatched,mesh_rebuilds,mesh_build_total_ms,mesh_build_last_ms,mesh_build_max_ms,solid_faces,transparent_faces,water_faces,flora_faces,solid_vertices,transparent_vertices,water_vertices,flora_vertices,terrain_vertex_stride_bytes,terrain_index_stride_bytes,resident_terrain_vertices,resident_terrain_indices,resident_terrain_vertex_bytes,resident_terrain_index_bytes,resident_terrain_buffer_bytes,actor_count,natural_mob_count,natural_mob_world_cap,natural_mob_local_cap,natural_mob_spawn_attempts,natural_mobs_spawned,natural_mobs_despawned,player_health,player_max_health,terrain_seed,terrain_generation_version,difficulty_profile_version,difficulty_id,post_victory_event_version,post_victory_completed_events,post_victory_active_event,post_victory_event_wave,world_time,day_cycle,daylight,fog_density,simulation_ticks
24,477.825,11,0,1.19308,10.4596,0,0,0,11.6527,159,158,0,1,2.03342,2.03342,806,328,0,422,0,0,0,0,0,1165,1470.58,1.36688,7.92975,154926,16,33333,132,431673,64,133332,528,32,4,260439,515538,8334048,2062152,10396200,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6108,0.2545,1,0.0015,0
25,485.113,8,0,4.32763,2.87779,0,0,0,7.20542,160,160,0,1,2.03342,2.03342,816,338,0,422,0,0,0,0,0,1165,1470.58,1.36688,7.92975,154926,16,33333,132,431673,64,133332,528,32,4,260439,515538,8334048,2062152,10396200,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6108,0.2545,1,0.0015,0
26,494.96,10,0,7.31408,2.41988,0,0,0,9.73396,161,160,0,1,2.03342,2.03342,816,333,4,423,0,0,0,0,0,1170,1476.04,1.02692,7.92975,155519,16,33589,132,433274,64,134356,528,32,4,261463,517074,8366816,2068296,10435112,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6109,0.254542,1,0.0015,1
27,503.497,8,0,5.5815,2.89017,0,0,0,8.47167,161,161,0,1,2.03342,2.03342,821,338,0,427,0,0,0,0,0,1170,1476.04,1.02692,7.92975,155519,16,33589,132,433274,64,134356,528,32,4,263064,520632,8418048,2082528,10500576,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6109,0.254542,1,0.0015,0
28,511.658,8,0,5.645,2.44212,0,0,0,8.08713,162,161,0,1,2.03342,2.03342,821,333,3,429,0,0,0,0,0,1175,1480.83,0.85575,7.92975,155928,16,33845,132,434373,64,135380,528,32,4,264288,522600,8457216,2090400,10547616,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6109,0.254542,1,0.0015,0
29,520.079,9,0,5.77133,2.57733,0,0,0,8.34867,162,162,0,1,2.03342,2.03342,826,338,0,432,0,0,0,0,0,1175,1480.83,0.85575,7.92975,155928,16,33845,132,434373,64,135380,528,32,4,265187,524622,8485984,2098488,10584472,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6109,0.254542,1,0.0015,0
30,528.946,9,0,5.95279,2.84429,0,0,0,8.79708,162,162,0,1,2.03342,2.03342,826,333,3,433,0,0,0,0,0,1179,1485.78,1.41104,7.92975,156377,16,34101,132,435601,64,136404,528,32,4,266211,526158,8518752,2104632,10623384,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6109,0.254542,1,0.0015,0
31,537.11,8,0,5.24271,2.83667,0,0,0,8.07938,163,163,0,1,2.03342,2.03342,831,338,0,437,0,0,0,0,0,1180,1487.05,1.26533,7.92975,156404,16,34101,132,435684,64,136404,528,32,4,267522,529014,8560704,2116056,10676760,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6109,0.254542,1,0.0015,0
32,545.273,8,0,5.3015,2.79,0,0,0,8.0915,163,163,0,1,2.03342,2.03342,831,333,3,438,0,0,0,0,0,1184,1491.34,1.16637,7.92975,156997,16,34357,132,437341,64,137428,528,32,4,268546,530550,8593472,2122200,10715672,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6110,0.254583,1,0.0015,1
33,549.411,4,0,1.41854,2.60663,0,0,0,4.02517,164,163,0,1,2.03342,2.03342,831,333,0,442,0,0,0,0,0,1185,1492.66,1.31812,7.92975,157106,16,34357,132,437643,64,137428,528,32,4,270505,534762,8656160,2139048,10795208,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6110,0.254583,1,0.0015,0
